Time,Source,Destination,Protocol,Length,Source Port,Destination Port,bad_packet
23.914330003,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.895467055,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.863604917,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.901005574,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.870758751,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.926617859,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.764097694,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.733102379,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
31.961906,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
14.038176965,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
22.077886562,142.251.32.14,192.167.5.35,TLSv1.2,543,443.0,49734.0,0
18.679399035,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.951821833,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.896479398,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
1.739233468,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
13.883567332,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.928920834,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.722240456,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
11.882055669,192.167.5.35,142.251.32.14,TLSv1.2,1675,49734.0,443.0,0
7.699014849,142.251.32.14,192.167.5.35,TLSv1.2,242,443.0,49734.0,0
18.695703932,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.872305308,192.167.5.22,192.167.5.35,ICMP,60,,,0
16.997234907,142.251.32.14,192.167.5.35,TLSv1.2,543,443.0,49734.0,0
3.701278465,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
11.408318943,VMware_8a:aa:27,VMware_8a:7f:3f,ARP,60,,,0
14.100636363,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.62830058,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.935283225,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
11.881858483,192.167.5.35,142.251.32.14,TLSv1.2,182,49734.0,443.0,0
18.872402315,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.663770526,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.870550501,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.928477178,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.654514327,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.879027264,192.167.5.22,192.167.5.35,ICMP,60,,,0
32.275658362,192.167.3.73,192.167.255.255,NBNS,92,137.0,137.0,0
3.698926248,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.907939799,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.05037888,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.911953004,192.167.1.235,192.167.255.255,BROWSER,239,138.0,138.0,0
13.796257285,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
3.632674162,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
23.824448026,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.553774103,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
28.819203476,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.886921533,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.628215376,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
8.84721504,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.855771497,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.891647159,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.880112736,192.167.5.22,192.167.5.35,ICMP,60,,,0
16.954573005,192.167.5.22,192.167.5.35,ICMP,98,,,0
18.654258884,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.896307034,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.844475192,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.864865581,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.126139254,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
18.867226554,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.83201123,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.895445837,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.881529189,192.167.5.22,192.167.5.35,ICMP,60,,,0
7.654075517,192.167.5.35,142.251.32.14,TLSv1.2,216,49734.0,443.0,0
23.917410603,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.633052519,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
20.764896262,192.167.5.35,142.251.32.14,TLSv1.2,93,49734.0,443.0,0
18.878590754,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.829668009,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.872927734,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
14.010072381,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.824459656,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.654272762,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.870552268,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.812130724,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
33.744893806,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.632946207,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.744786404,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.926592007,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.804025381,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.851838783,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.962597017,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
33.789939713,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.869671357,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.988568252,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.871275793,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.888872567,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.696676596,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.680212569,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.882479279,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.812353967,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
22.609366632,VMware_8a:12:84,Broadcast,ARP,60,,,0
3.72931833,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.940033445,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.954102595,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.89224042,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.649985165,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.880558568,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.843016886,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.65423919,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.878633093,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.873639071,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.737760387,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
27.729554302,VMware_8a:12:84,Broadcast,ARP,60,,,0
33.686073479,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
22.04021472,192.167.5.35,142.251.32.14,TLSv1.2,194,49734.0,443.0,0
8.829295004,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.873444248,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.698932299,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.712078299,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.091245186,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.747073162,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.712917478,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.856576164,192.167.5.22,192.167.5.35,ICMP,60,,,0
31.299596869,VMware_8a:9d:21,Broadcast,ARP,60,,,0
18.668256638,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
20.762425737,142.251.32.14,192.167.5.35,TLSv1.2,93,443.0,49734.0,0
18.673167229,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.881261826,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.820616578,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.644510973,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.856527278,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.847976297,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.961216038,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.882719253,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.947068918,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.791643411,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.879127635,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.710108689,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.889726527,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.735370734,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.730834378,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.634943601,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
27.866219175,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
18.649892968,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.63769236,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.852001879,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.844833764,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.930600621,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
7.718226377,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
18.878624651,192.167.5.22,192.167.5.35,ICMP,60,,,0
14.048064937,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.844944623,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
4.698042598,192.167.5.35,192.167.5.22,ICMP,98,,,0
8.824229141,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.825516973,192.232.16.204,192.167.5.35,TLSv1.2,210,443.0,57912.0,0
23.809205654,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.644045542,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.80917282,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
22.34156833,192.167.2.126,192.167.255.255,NBNS,92,137.0,137.0,0
6.798186594,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
23.918917112,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.703554825,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.751790852,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.870831426,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.655020133,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.688697651,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.884605795,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.82850464,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.945254767,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.740146379,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.868915468,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.879986033,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.884605112,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.756512558,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.64663424,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.907938307,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.067920559,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
17.625478538,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
26.16056262,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
23.840963666,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
11.866435512,192.167.5.22,192.167.5.35,ICMP,98,,,0
28.814519058,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.855977287,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.714344814,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
10.207965358,VMware_8a:60:5f,Broadcast,ARP,60,,,0
13.980667886,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.882172508,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.393685938,VMware_8a:12:84,Broadcast,ARP,60,,,0
22.040228825,192.167.5.35,142.251.32.14,TLSv1.2,1381,49734.0,443.0,0
8.858955954,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
23.805210416,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
13.988948102,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.876983809,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.867393383,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.839923362,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.837170001,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.984368975,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.95181797,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.005943132,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.826907468,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.809151665,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
8.900982771,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.903491038,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
14.063239,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.7734984,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.852594961,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.823631116,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
8.917299895,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.785876537,192.232.16.204,192.167.5.35,TCP,60,443.0,57914.0,0
9.183813611,VMware_8a:60:5f,Broadcast,ARP,60,,,0
18.709710257,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.717044262,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.791612656,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
20.448113286,VMware_8a:60:5f,Broadcast,ARP,60,,,0
3.731544097,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.719266611,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.04338534,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.951540984,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.840937545,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
3.759680043,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.940679047,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.79830296,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.714768721,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.866605157,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.915388535,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.888866918,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.831953038,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.936018802,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.634868451,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
14.096041456,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.79402023,192.167.5.35,192.167.5.22,ICMP,98,,,0
23.956313258,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.139633048,192.167.9.21,192.167.255.255,BROWSER,239,138.0,138.0,0
8.921954539,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.733885024,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.716676306,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.940059835,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.880032922,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.666460554,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
33.628291561,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
4.515776081,VMware_8a:b2:34,Broadcast,ARP,60,,,0
18.874863384,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.728427272,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.789931214,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.866971794,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.026530948,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.661707823,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.938310127,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.81119416,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.857636477,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.862546994,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.624277962,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
34.500586574,192.167.5.35,142.251.32.14,TLSv1.2,93,49734.0,443.0,0
23.961213365,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
33.808932008,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.623636777,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
3.717612423,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.095923257,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.879926408,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.82145447,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.628852079,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.830735003,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.859306272,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.896252839,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.817088402,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.85295027,192.167.5.22,192.167.5.35,ICMP,60,,,0
16.35190327,VMware_8a:60:5f,Broadcast,ARP,60,,,0
3.654467144,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.85191211,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.673178249,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.273133287,VMware_8a:12:84,Broadcast,ARP,60,,,0
33.677865861,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
14.050352398,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.878699328,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.954686318,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.921279607,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.878839451,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.638179928,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.807801279,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
28.973333505,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.912898822,192.167.4.164,192.167.255.255,BROWSER,239,138.0,138.0,0
18.880007867,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.91495627,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.866397129,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.859020709,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.857620109,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.757028851,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.809175988,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
23.129721548,192.167.5.247,192.167.255.255,BROWSER,239,138.0,138.0,0
28.819648292,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.686426386,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.723831387,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.877726737,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.851905192,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.798300038,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.871700349,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.867198081,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.898620696,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
7.588050158,VMware_8a:b2:34,Broadcast,ARP,60,,,0
22.771721113,192.167.5.35,142.251.32.14,TCP,54,49734.0,443.0,0
18.863864578,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.69112362,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
5.722596138,192.167.5.22,192.167.5.35,ICMP,98,,,0
18.730727208,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.914943284,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.744778489,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.931280092,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.705884489,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.869355454,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.811014539,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
3.67080183,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.822441073,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.74567522,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.677891874,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.074879173,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
27.171479666,192.167.5.35,142.251.32.14,TLSv1.2,181,49734.0,443.0,0
3.639901233,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
27.208107801,192.167.5.35,142.251.32.14,TCP,54,49734.0,443.0,0
22.750119706,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
28.821451935,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.867720039,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.624341792,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
14.39116686,192.167.5.247,192.167.255.255,NBNS,92,137.0,137.0,0
28.208337825,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
3.698871424,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.071668439,VMware_8a:60:5f,Broadcast,ARP,60,,,0
23.837938762,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.744890782,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.670594583,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.958720418,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.855842199,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.961207075,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.814174899,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
14.030089065,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.890868764,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.879899333,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.853621272,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.878562379,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.656611952,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.824451244,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.009583473,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.831633272,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.868378681,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.759619941,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.723824931,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
27.208316189,192.167.5.35,142.251.32.14,TLSv1.2,93,49734.0,443.0,0
22.340270879,192.167.2.126,192.167.255.255,NBNS,92,137.0,137.0,0
18.695719785,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.869439287,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.656813564,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
28.872242833,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.740903646,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
3.107005947,192.167.5.35,142.251.32.14,TCP,54,49734.0,443.0,0
23.897937228,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.855588729,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.856548166,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.872273109,192.167.5.22,192.167.5.35,ICMP,60,,,0
22.771694357,142.251.32.14,192.167.5.35,TLSv1.2,85,443.0,49734.0,0
18.868771591,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.820453056,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.958717525,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.912167126,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.724637296,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.833167861,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.912198545,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.666325296,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
25.909915303,192.167.9.41,192.167.255.255,BROWSER,239,138.0,138.0,0
18.867176263,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.677907212,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.959353108,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.63536925,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.826572143,192.232.16.204,192.167.5.35,TLSv1.2,592,443.0,57912.0,0
